id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
181531,25800,Daffy Duck: Fowl Play,"Daffy wants to become rich so he joins Bugs Bunny on a treasure hunt. The player controls Daffy and navigates him through 6 levels in total. He can use dynamite to take out enemies and obstacles. At the end of each level, Bugs must be faced in order to progress to the next one. A password system is used to save progress. A minigame is played after clearing a level.",1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23341,76772,Daikoukai Jidai IV: Porto Estado,NULL,1999-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18758,198718,Dale Earnhardt Winner's Circle,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188237,198719,Dale Earnhardt Winner's Circle: Pacesetter Games,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179618,77640,Dance Dance Revolution 2ndMIX,NULL,1999-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54543,135374,Dance Dance Revolution 2ndMIX LINK VERSION,NULL,1999-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179615,135375,Dance Dance Revolution 2ndReMIX,NULL,1999-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50684,73426,Dance Dance Revolution 3rdMIX,NULL,1999-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48464,135510,Dance Dance Revolution Solo 2000,NULL,1999-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72608,135509,Dance Dance Revolution Solo BASS MIX,NULL,1999-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109404,64858,Dancing Blade Katteni Momotenshi II: Tears of Eden,NULL,1999-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89740,85717,Dancing Furby,NULL,1999-12-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179617,67248,Dancing Stage,NULL,1999-03-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23375,132805,Dancing Stage featuring TRUE KiSS DESTiNATiON,NULL,1999-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37752,135392,Dancing Stage INTERNET R@NKING,NULL,1999-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54086,75454,Dark Arms,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177398,43997,Dark Arms: Beast Buster 1999,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86698,145629,Dark Eyes,NULL,1999-02-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102086,141736,Dark Solid,NULL,1999-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12401,123644,Dark Tales: From the Lost Soul,NULL,1999-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16025,129517,Dark World,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
169552,660,Darkstone,NULL,1999-07-31 00:00:00.000,4,NULL,NULL,NULL,68.3940,15
17191,123688,Days of Oblivion 2 - Frozen Eternity,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
92388,180210,D-Day: Normandy,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169015,22846,Dead in the Water,NULL,1999-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176968,1388,Dead or Alive 2,"Fame Douglas, founder and CEO of DOATEC was killed at the end of the 20th century. He was renowned as the sponsor of the legendary Dead or Alive World Combat Championship. After his death, the world began to become chaotic. In the middle of the chaos, it was announced that the second Dead or Alive World Combat Championship will be held.
The purpose and significance of the tournament changed after Douglas' death. The promoter of the second Dead or Alive Championship, who is fond of conflicts and jealous of the strong, is responsible for Douglas's death. The new promoter, Victor Donovan, is more than a corrupt mastermind, but a man of pure evil. His involvement in the tournament began to bring a sense of terror to the world, resulting in the infamous tengu disaster.",1999-10-16 00:00:00.000,15,NULL,80.0000,1,75.4770,57
59859,45785,Death Crimson 2,NULL,1999-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148053,26730,Deception III: Dark Delusion,NULL,1999-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39484,44757,Deep Freeze,NULL,1999-02-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34663,66693,Deephome,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77722,68724,Deer Avenger 2: Deer in the City,NULL,1999-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78212,78044,Deer Hunt Challenge,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167495,267,Deer Hunter 3: The Legend Continues,NULL,1999-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
7007,112655,Deer's Revenge,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
148513,9349,Delta Force 2,NULL,1999-11-03 00:00:00.000,13,NULL,80.0000,1,79.1637,35
27948,94597,Deluxe Ski Jump,NULL,1999-07-04 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
185725,43940,Demolition Racer,NULL,1999-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117879,197819,Den'ei Shoujo: Virtual Girl Lum,NULL,1999-02-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147270,145766,Densha de GO! 2,NULL,1999-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13489,3469,Densha de GO! 64,NULL,1999-07-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
114286,78575,Densha de GO! Professional,NULL,1999-12-09 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
9984,123047,Derby Stallion 99,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115381,667,Descent 3,NULL,1999-06-17 00:00:00.000,5,NULL,NULL,NULL,79.9415,10
34027,10686,Destruction Derby 64,NULL,1999-10-02 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
32219,37569,Detective Conan: Majutsushi no Chousenjou!,NULL,1999-09-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54717,166500,Devicereign,NULL,1999-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145048,83237,Die Original Moorhuhn Jagd,NULL,1999-12-23 00:00:00.000,1,1,NULL,NULL,NULL,NULL
7104,112896,Die schwarzen Reiter,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
72609,19222,Digging Jim,NULL,1999-02-12 00:00:00.000,5,NULL,NULL,NULL,NULL,NULL
187452,8614,Digimon World,"The plot begins when a small group of children are playing their Digimon Virtual Pet device. The protagonist, a young boy, arrives and excitingly observes a fight between MetalGreymon and MetalMamemon in the Virtual Pet devices. When the boy goes home, he notices light coming from his room. As he gazes into his Digimon Virtual Pet device, a Koromon appears attempting to talk to him. The boy gets sucked into the Digital World, where he is greeted by Jijimon and many other Digimon, including his partner. Once the boy realizes that File City is in danger, he takes it upon himself to recruit Digimon in order to populate the city. As the story progresses, the young boy discovers the evil plot created by Analogman and sets out to save File Island.",1999-01-28 00:00:00.000,16,NULL,NULL,NULL,67.4049,68
151002,186116,Digimon World: Digital Card Battle,"The stage is a digital world where the intensity is determined by cards.
It is governed by seven card readers who are at the top of the card battle.
But File Island is threatened by a sudden bug card.
The card readers kept each other in check and wouldn't cooperate.
The hero summoned by Babamon is said to be a legendary hero. Babamon entrusted him with the deck and he collected Sevens cards.",1999-12-22 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
190388,198725,Digimon Yolei and Hawkmon,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137712,37519,Digital Monster Ver. WonderSwan,NULL,1999-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120137,65585,Dino Breeder 3,NULL,1999-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190836,3027,Dino Crisis,"A special commando unit is sent to a remote island, where a mad scientist, Doctor Kirk, has been researching a way to harvest energy directly from air, causing an unimaginable disaster. Their goal is to locate a missing government agent sent to infiltrate the facility and spy on Kirk and his secretive dealings with the military. The team is led by Gail, a tough military type, but the player takes the role of his second in command, a capable redhead female commando named Regina. The team must find a way to survive in a secret government facility that is being infested by time-displaced dinosaurs, and return Doctor Kirk to custody.",1999-07-01 00:00:00.000,28,NULL,60.0000,1,77.0779,103
93289,69808,Dinosaur Adventure 3-D,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149408,6541,Disciples: Sacred Lands,NULL,1999-10-04 00:00:00.000,3,NULL,NULL,NULL,79.9507,13
122113,8293,Discworld Noir,NULL,1999-07-05 00:00:00.000,11,NULL,NULL,NULL,92.3282,18
36957,120809,Disney's Arcade Frenzy,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62267,65583,Disney's Beauty and the Beast: A Board Game Adventure,NULL,1999-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154152,46432,Disney's Magic Artist,NULL,1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
133096,44839,Disney's Story Studio: Disney's Mulan,NULL,1999-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115140,205926,Disney's Tarzan,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103909,10662,Disney's Tarzan,NULL,1999-01-31 00:00:00.000,29,NULL,NULL,NULL,70.3859,90
189892,116135,Disney's Tarzan,NULL,1999-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173229,57923,Disney's Tarzan Activity Center,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102659,109194,Disney's The Lion King II: Simba's Pride,"When pesky cubs Kiara and Kovu decide it's time to escape their baby sitters Timon and Pumbaa and have some fun, the results are four engaging arcade-style games likely to inspire giggles.",1999-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
68907,46431,Disney's Villains' Revenge,NULL,1999-09-28 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
142713,69231,Disney's Winnie the Pooh Preschool,"Waking up from a nap in the Hundred Acre Wood, a puzzled Winnie the Pooh has the feeling he's forgotten something important and somehow arrives at the idea that it must be Eeyore's birthday. The player follows Pooh in his journey around the Wood to spread the news, dropping in on Kanga, Tigger, Owl, Piglet and Rabbit and helping them prepare a party through various activities and minigames.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142619,50478,Disney's Winnie the Pooh Toddler,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73076,69075,Dive Alert: Becky's Version,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74254,69072,Dive Alert: Matt's Version,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70827,92586,Djuphavsjakten,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
85149,131393,Dogz,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132896,151539,Dogz 4,NULL,1999-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61775,166577,Doki-doki on Air 2,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101804,72565,Doko Demo Issyo,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134962,43966,Dokodemo Mahjong,NULL,1999-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4152,75456,Dokodemo Mahjong Color,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195303,1096,Donkey Kong 64,NULL,1999-11-22 00:00:00.000,39,NULL,NULL,NULL,72.5806,115
46386,49977,Doraemon Kart 2,NULL,1999-04-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98149,64016,Dr. Brain: Action Reaction,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
36548,44828,Dr. Slump,NULL,1999-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53761,65353,Dragon Knights Glorious,NULL,1999-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60475,27351,Dragon Valor,NULL,1999-12-02 00:00:00.000,3,NULL,NULL,NULL,76.6979,5
188131,205230,Dragon Warrior I & II,NULL,1999-02-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121736,7576,Drakan: Order of the Flame,NULL,1999-07-14 00:00:00.000,5,1,NULL,NULL,89.3011,10
8897,120886,Dream Land: Final Solution,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80033,675,Driver,"NYPD officer and former racing driver John Tanner is sent undercover by his boss Lieutenant McKenzie to discover the intentions of a crime syndicate led by Castaldi. McKenzie instructs Tanner to go to Miami and meet a pimp named Rufus. After arriving in Miami, Tanner uses his driving skills to prove himself to some gangsters in a parking garage, allowing him to become their getaway driver.

Tanner carries out jobs for various gangsters before meeting Rufus, who tasks Tanner with rescuing Jean-Paul, one of Rufus's associates. Rufus is later shot by his girlfriend Jesse. Needing more information for his investigation, Tanner apprehends Jesse and takes her to the police station, where she reveals that Jean-Paul is now in San Francisco.

Tanner goes to San Francisco, where he meets Castaldi, Jean-Paul's boss, and begins working directly for him. He also meets Rusty Slater, his former racing rival, who also works for Castaldi. Tanner later learns that Castaldi is working with a man named Don Hancock, who is running for president. He later suspects that Slater has been spying on him and wrecks Slater's car during a road chase, resulting in Slater being arrested.

The Castaldi family move to Los Angeles, where Castaldi plans to assassinate FBI agent Bill Maddox as part of Castaldi's plan to carry out a more high-profile assassination in New York. Tanner tells Leck, a police associate, to ensure Maddox turns up, otherwise Tanner's cover may be affected. The assassination on Maddox is successful, but the police ambush the gangsters, forcing Tanner to take them to safety. Tanner convinces the suspicious gangsters that Slater likely told the police about the planned assassination while under interrogation. Leck later tells Tanner that McKenzie recently met Marcus Vaughn, a corrupt FBI agent who is working with Castaldi and Hancock.

The Castaldi family then move to New York, the location of the planned high-profile assassination. Tanner is told by his police associates that McKenzie wants him to pull out of the undercover operation, as he is worried that Tanner's cover will not hold up much longer, and Leck tells Tanner that Hancock has bribed several members of the FBI. Tanner remains undercover and continues working for Castaldi, intent on discovering what he is planning.

Tanner eventually learns that Castaldi plans to assassinate the President of the United States, and Tanner is tasked with driving the President's car. However, he ignores all instructions and takes the President to safety. McKenzie then arrives and tells Tanner that Castaldi and all of his associates, including Hancock and Vaughn, have been arrested. He then tells Tanner to take his badge back, but Tanner refuses, suspecting that the police and FBI are involved in the job, corrupted by bribes due to Vaughn's involvement. Tanner leaves, ignoring McKenzie completely.",1999-06-25 00:00:00.000,52,NULL,95.0000,2,76.5345,147
149906,50054,Duel Fight Transformers Beast Wars: Beast Warriors' Strongest Decisive Battle,NULL,1999-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136501,52163,Duke Nukem,NULL,1999-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188952,8503,Duke Nukem: Zero Hour,NULL,1999-08-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
191559,36,Dungeon Keeper 2,NULL,1999-06-30 00:00:00.000,51,NULL,NULL,NULL,87.8243,111
165172,22831,Dungeons & Dragons Collection,NULL,1999-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167961,180148,Dweep,NULL,1999-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
194517,3479,Earthworm Jim 3D,"Earthworm Jim is hit by a flying cow that sends him into a coma. Jim awakens within his own subconscious and discovers he has gone insane. His past villains have entered his subconscious and if something doesn't happen soon, Jim will be in the coma forever. His super ego has been unleashed within his subconscious to stop the madness. To restore his sanity he must find the Golden Udders of lucidity. When Jim enters his subconscious, he finds out that his four mind chambers have been taken over by his worst fears. He must collect Golden Udders to unlock the other three chambers and Green Marbles to unlock the levels within the chamber. Jim defeats four villains who took over his mind chambers, and finally faces the personification of his trauma: Earthworm Kim.",1999-10-31 00:00:00.000,3,NULL,NULL,NULL,53.2833,10
139051,3482,Earthworm Jim: Menace 2 the Galaxy,"One of Earthworm Jim's enemies from the animated television series, Evil Jim, has returned to cause chaos in the Galaxy. Our hero's evil doppelganger has stolen a doomsday device, the Inter-Dimensional Transporter-of-Doom, which he plans to sell to the highest bidder.

Earthworm Jim has to search numerous worlds for the doomsday device and recover it from his evil twin, on a new quest that will bring him face-to-face with many of his oldest foes.",1999-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172855,43882,Echo Night 2: Nemuri no Shihaisha,NULL,1999-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68418,140832,Ecsaform,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122343,50360,Ed Hunter,NULL,1999-06-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
34620,24112,Edgar Torronteras Extreme Biker,NULL,1999-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69936,113551,El Caso de la Pathfinder,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8527,113550,El Castell dels Monstres,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60291,203825,Élan,"A plan to migrate humanity to the planet ""Elan"" is created, the Elan Project.
In order to select suitable people to join the project many boys and girls with great mental ability are gathered in the research city Alpha.
The protagonist is one of the best candidates, and while acquiring training they interact with the other candidates.

While conversing with the other candidates there aren't just the usual conversation options. It is also possible to choose Happy/Normal/Sad/Mad emotional type responses.",1999-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3356,77295,Elan Doree,NULL,1999-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114999,45862,Elemental Gimmick Gear,"In the world of Tokion, a dome-shaped ancient ruin was discovered inside a thick jungle. During excavation, an egg-shaped mecha was found inside the ruins containing a sleeping man. No matter how hard scientists tried, he would not wake up. He was taken to a laboratory along with the machine to be further studied. 
 
Upon analyzing the machine, they learned that it was over 5000 years old. They also could not find any form of power source. In time, the machine became known as ""Elemental Gimmick Gear"", or EGG for short. After extensive scientific analysis over a number of years, copies of the EGG were produced and used as vehicles. 
 
100 years later, the ruin suddenly became active, extending a multitude of tentacles into the ground. They spread all across the land, destroying anything in their way. With the tentacles came a thick layer of fog that surrounded the ruins, and people gave them the name Fogna. 
 
At the same time, the Sleeper who was discovered a century prior finally awoke. He had not aged a day since his discovery and had no memory of his past or his own name. Selen, who was with him as he woke, set him free without notifying the other scientists in the lab. She sent him to Fogna to begin searching for clues of what happened 5100 years ago, and to stop the tentacles' breeding.",1999-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48900,51319,Elf Bowling,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121442,81465,Eliminator,NULL,1999-02-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7698,39446,Emergency Call Ambulance,NULL,1999-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114909,12424,Emergency Room: Disaster Strikes,NULL,1999-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
61842,166583,Endless Season,NULL,1999-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101117,37513,Engacho!,NULL,1999-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28860,98433,Escape,NULL,1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
177517,69684,Eternal Eyes,NULL,1999-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37474,67718,Evel Knievel,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38922,282,EverQuest,NULL,1999-03-16 00:00:00.000,8,NULL,84.0000,1,82.3166,14
146416,4129,Evil Zone,"The storyline of the game tells of a being known as Ihadurca, a powerful being who can exist in multiple dimensions at one time. Through heavy cost, the inhabitants of the world of I-Praseru (Happy Island) were able to temporarily confine Ihadurca in a dimension known as Evil Zone. Now, a tournament is being held to select the strongest warrior throughout the dimensions to destroy Ihadurca before she can escape from Evil Zone and threaten the world once more.",1999-01-14 00:00:00.000,2,NULL,76.0000,1,60.9503,9
70436,23132,Evolution: The World of Sacred Device,NULL,1999-01-21 00:00:00.000,NULL,NULL,71.0000,1,NULL,NULL
143850,36921,Excessive Speed,NULL,1999-03-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
172828,54012,Expendable,"Somewhere in the future a hostile alien race conquers most of the galaxy. Scientists developed the “Millennium Soldier” project by cloning two super-soldiers. Armed with blasters they will battle scores of monsters, robots and boss aliens to save us and get a well-earned reward.

In 2463 a race of vicious aliens has invaded human planets, wiping out the population of Novocastria first. Only the Millennium Soldier can lead the human fightback.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,2
39221,92861,Exploding Lips,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
14082,71846,Extreme Bullrider,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5887,8540,Extreme Paintbrawl 2,NULL,1999-11-15 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
87418,137915,EZ2DJ,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191667,3488,F-1 World Grand Prix II,NULL,1999-09-30 00:00:00.000,2,NULL,NULL,NULL,70.0600,5
154255,45079,F1 World Grand Prix: 1999 Season,NULL,1999-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68158,71832,F-22 Lightning 3,NULL,1999-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159763,10348,F355 Challenge,"F355 features a number of game modes: the Arcade mode which is the same as the checkpoint arcade version; Championship mode where you race a total of 6 races for the combined highest score; Single play which is the same as Arcade mode but with no time limit; Versus play with a two player split screen; and Network Race where you can connect to the Internet and race a time attack against other players ghost cars.

The courses that are available to race on are Motegi, short and long versions of Suzuka, Monza, Sugo, Long Beach, Atlanta Motor Speedway, Nurburgring (GP track), Laguna Seca, Sepang, and Fiorano (Ferrari's test track).

The game features 3 levels of difficulty. There are also four Assist functions - Stability Control for cornering, Traction Control from the engine to the tires, Anti Lock Brake System to keep the tires from locking during braking and Intelligent Brake System for braking before corners so beginners can concentrate on steering.

You can also connect to the Internet and register your driver data.",1999-11-11 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
107444,42245,Famicom Bunko: Hajimari no Mori,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19050,198737,Family Feud,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148121,172696,FarenTuuga,"A continent drifting in black... the chaos of the pre-magic age.
A splash of red blood, a scream for help.
With the death of a king, this battle will now begin...",1999-09-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
161942,28401,Faselei!,NULL,1999-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120979,44000,Fatal Fury: First Contact,NULL,1999-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
124155,28138,Fatal Fury: Wild Ambition,NULL,1999-01-28 00:00:00.000,NULL,NULL,NULL,NULL,76.3336,9
167442,13775,Faust: The Seven Games of the Soul,NULL,1999-10-01 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
105582,63532,Favorite Dear,NULL,1999-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61561,146178,Ferazel's Wand,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111837,115759,Field & Stream - Trophy Hunting,NULL,1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
185448,126294,FIFA 2000: Major League Soccer,NULL,1999-09-30 00:00:00.000,2,NULL,NULL,NULL,67.5188,26
79974,4636,Fighter Maker,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159443,45307,Fighting Eyes,NULL,1999-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116768,11615,Fighting Force 2,NULL,1999-11-30 00:00:00.000,4,NULL,NULL,NULL,41.3502,13
80237,47683,Fighting Force 64,NULL,1999-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169752,423,Final Fantasy Anthology,NULL,1999-09-30 00:00:00.000,5,NULL,NULL,NULL,80.1991,11
116763,41855,Final Fantasy Collection,NULL,1999-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102748,425,Final Fantasy VIII,"Final Fantasy VIII is set on a fantasy world with science fiction elements, and focuses on Squall Leonhart, a young SeeD mercenary hired out to various missions by Balamb Garden. Squall and his friends are enlisted to help a group known as the Forest Owls led by Rinoa Heartilly, an endeavor that escalates into a conflict against the forces led by Sorceress Edea.",1999-02-11 00:00:00.000,141,NULL,90.0000,2,82.0420,389
123822,203524,Final Fantasy VIII,"Final Fantasy VIII is set on a fantasy world with science fiction elements, and focuses on Squall Leonhart, a young SeeD mercenary hired out to various missions by Balamb Garden. Squall and his friends are enlisted to help a group known as the Forest Owls led by Rinoa Heartilly, an endeavor that escalates into a conflict against the forces led by Sorceress Edea.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50873,1659,Final Fight Revenge,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110374,69870,Finger Flashing,NULL,1999-07-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162213,1437,Fire Emblem: Thracia 776,"Spending most of his life on the run, Leif eventually finds shelter in the village of Fiana. One day, the villager's protectors are routing bandits when the new Duke of Manster Raydrik attacks the village in search of Leif, kidnapping Leif's friends Nanna and Mareeta. Devastated by the town's destruction and his friends' abductions, Leif decides to face the forces of Thracia and retake Manster. Aided by Finn and a growing band of rebels, he rescues both Nanna and the enemy-controlled Mareeta, and defeating Raydrik's forces as they retake Manster and liberate northern Thracia. Leif's forces finally face Raydrik in battle, but upon his defeat he is transformed into an undead monster called Deadlord Mus. Leif destroys Mus, and cements his forces defending Manster and northern Thracia from the Grannvale army.",1999-09-01 00:00:00.000,8,NULL,NULL,NULL,88.7858,21
117780,45074,Fire Pro Wrestling G,NULL,1999-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122145,44944,Fisherman's Bait 2: Big Ol' Bass,NULL,1999-12-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122506,22845,Fisherman's Bait: A Bass Challenge,NULL,1999-03-19 00:00:00.000,NULL,NULL,65.0000,1,NULL,NULL
159286,178356,Five Generations,NULL,1999-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75056,6721,Flag to Flag,NULL,1999-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115935,708,Flanker 2.0,NULL,1999-09-30 00:00:00.000,1,NULL,70.0000,1,NULL,NULL
178724,14803,Fleet Command,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,1
120846,715,Flight Unlimited III,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
