id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
119789,209783,Guess Who?,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98323,44863,Gungage,NULL,1999-06-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46239,1350,Gunpey,NULL,1999-03-04 00:00:00.000,NULL,NULL,68.0000,3,NULL,NULL
175578,21162,Guwange,NULL,1999-06-24 00:00:00.000,1,NULL,70.0000,2,NULL,NULL
194107,232,Half-Life: Opposing Force,"Opposing Force opens with Shephard riding on a V-22 Osprey with his squad. His squad discuss their deployment, somewhat irritated that they have not been told what they are being deployed for. However, as they are nearing their Landing Zone at Black Mesa, airborne alien creatures attack the Osprey formation, causing Shephard's Osprey to crash land. Shephard regains consciousness in a Black Mesa medical bay, tended to by the science team, learning that the Marines are being steadily beaten by the alien forces from Xen and orders have come through to pull out. Consequently, Shephard departs to reach an extraction point and escape the facility. However, Shephard is prevented from reaching the extraction point by the enigmatic G-Man, forcing the evacuation craft to leave without him.

Other Marines who have also been left behind team up with Shephard and attempt to reach another extraction point near Black Mesa's Lambda Complex, but en route they come under attack from black operations units seeking to thoroughly contain the situation and eliminate all survivors. Shephard makes it to the Lambda Complex alive, and briefly sees Gordon Freeman as the latter teleports to Xen in the final stages of Half-Life. To escape the teleportation chamber, Shephard is forced to enter a separate portal, briefly taking him to Xen before depositing him in an entirely different area of the facility. The facility is now heavily damaged, and it soon becomes clear that a new alien race, Race X, has exploited the situation to mount a localized invasion, attacking both human and Xen forces in Black Mesa indiscriminately. Fighting between the black operations units and Race X quickly intensifies.

Shephard soon encounters more stranded Marine units in the wreckage of the base, and tries to break through the black operations units to reach an escape point past the facility's storage unit, but meets heavy resistance from both Race X and the black operations units. A surviving Black Mesa security guard reveals to Shephard that the black operators intend to detonate a tactical nuclear weapon in the base, thereby totally sealing it off and killing everything in it. After successfully neutralizing the guarding black operations unit, Shephard disarms the device and proceeds to the nearby storage areas, intent on escape. However, the G-Man rearms the device as Shephard departs. The storage unit has become a thick battleground between Race X and the black operation units, and although Shephard manages to evade them, he is informed by another security guard that something very large is coming through an alien portal blocking the exit path.

At the portal, Shephard discovers a gene worm, a massive creature facilitating the Race X invasion. Shephard is able to kill the creature, but just afterwards he is teleported onto an Osprey by the G-Man. As the G-Man congratulates Shephard on his accomplishments, the nuclear device detonates in the background, destroying Black Mesa. The game closes with the G-Man detaining Shephard someplace where he can tell no one of what he has seen and cannot be harmed, pending further evaluation.",1999-11-10 00:00:00.000,99,NULL,70.0000,1,80.9408,259
81801,93071,Half-Life: Uplink,NULL,1999-02-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
105316,50040,Halloween Racer,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183124,218575,Halloween: October 31st Demake,NULL,1999-10-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
35240,71668,Hangsim,NULL,1999-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181860,209795,Harley-Davidson: Race Across America,NULL,1999-09-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64887,37504,Harobots,NULL,1999-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172265,3379,Harvest Moon 2 GBC,"From the Wikia:
""Harvest Moon 2 starts with the mayor of a village, who determines that, to stay alive, they must use the old abandoned farmland outside of town and turn it into an amusement park. However, a farmer volunteers to take over the farm. He is given 3 years to accomplish it, or the farm will be turned into a theme park.""",1999-08-06 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
80696,3378,Harvest Moon 64,NULL,1999-02-05 00:00:00.000,5,NULL,NULL,NULL,89.7952,19
193647,3380,Harvest Moon: Back to Nature,"As a young boy, the main character went to his grandfather's farm for the summer. His grandfather was too busy taking care of the farm to spend much time with him, so the boy explored the town and countryside on his own.
The boy befriended his grandfather's puppy and met a little girl his own age with whom he became close friends. When the summer was over the boy had to go back home, but he promised the little girl that he would return someday.

Ten years later, years after his grandfather's death, the boy – now a grown man – returns to the town to take over the farm. Upon meeting the main character, the mayor and other villagers decide that he would be allowed to stay as the rightful owner if he restored the farm to its original state within three years. Otherwise, he would have to leave.",1999-12-16 00:00:00.000,7,NULL,NULL,NULL,85.5276,36
135081,742,Heavy Gear II,NULL,1999-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
512,92742,Helbreath,NULL,1999-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125498,36741,Hello Kitty Lovely Fruit Park,A chosen character from the Sanrio Universe must win Puzzles.,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27420,50562,Hello Kitty no Magical Museum,NULL,1999-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49651,46158,Hercules 2,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187127,364,Heroes of Might and Magic III: The Restoration of Erathia,"The game's story unfolds primarily through a series of seven playable campaigns, all set upon the continent of Antagarich. During the campaigns, the story is told from alternating points of view, giving players the opportunity to play as each of the town alignments.

Following the disappearance of King Roland Ironfist of Enroth prior to Might and Magic VI: The Mandate of Heaven, his wife, Queen Catherine, is left to rule the realm. In the meantime, her father, King Gryphonheart of Erathia, is assassinated. Without their beloved King, the kingdom of Erathia falls to the dark forces of Nighon and Eeofol. Queen Catherine returns home to Antagarich seeking to rally the people of her homeland and lead them against the evil that has ravaged their nation.

Erathia's capital of Steadwick is sacked by the dungeon lords of Nighon and the Kreegans of Eeofol. Meanwhile, the nations of Tatalia and Krewlod skirmish at the western border, seizing the chance to expand their territory. Catherine's first task is to establish a foothold in the conquered kingdom by enlisting the aid of allies. The wizards of Bracada and the elves of AvLee answer her call, and together they push towards Steadwick and eventually retake it, quickly quelling the border war in the west. Soon after, Lucifer Kreegan, a commander in the Eeofol armies, sends an envoy to Erathia claiming that Roland Ironfist is captive within their territories. AvLee invades Eeofol, but fails to rescue Roland, who is transported to their northern holdings. Afterwards, Catherine invades Nighon, pushing the dungeon armies back to their island home.

In the meantime, the necromancers of Deyja, having been responsible for the assassination of King Gryphonheart, plot to revive his corpse as a lich. They plan to use his wisdom in leading their own armies of the undead. However, King Gryphonheart's will proves too much for the necromancers even in his corrupted state, and he becomes a rogue lich. Having little other recourse, Queen Catherine is forced to ally herself with the necromancers and together they set out to destroy the lich of King Gryphonheart before he becomes too powerful.

A final bonus campaign, accessible only after the main campaigns are complete, tells the story of separatists living in the Contested Lands, a war-torn border between Erathia and AvLee. Tired of the skirmishes that bring unrest to their homelands, they join together to fight for independence from the two large kingdoms. It is later implied that this rising was orchestrated by Archibald Ironfist, the antagonist of Heroes of Might and Magic II.",1999-02-28 00:00:00.000,163,NULL,91.0000,1,89.1805,452
145554,143499,Heroes of the Three Kingdoms 2,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111810,49925,Hexcite: The Shapes of Victory,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134340,294,Hidden & Dangerous,NULL,1999-07-29 00:00:00.000,8,NULL,NULL,NULL,79.4485,27
139950,746,High Heat Baseball 2000,NULL,1999-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179695,166207,High School of Blitz,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31086,143658,Hit Back,NULL,1999-04-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182038,49924,Hole in One Golf,NULL,1999-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121786,141287,Hole of the Legend Monster - Monster Complete World Ver.2,NULL,1999-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39244,49862,Hollywood Pinball,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138768,198761,Hollywood Squares,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27663,749,Homeworld,NULL,1999-09-28 00:00:00.000,27,NULL,90.0000,1,85.2125,46
132869,18879,Horde: The Northern Wind,NULL,1999-11-03 00:00:00.000,2,NULL,NULL,NULL,82.3178,6
194835,36558,Hot Shots Golf 2,NULL,1999-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92672,3371,Hot Wheels Turbo Racing,NULL,1999-08-31 00:00:00.000,NULL,NULL,NULL,NULL,63.8922,7
82559,185994,HSV Adventure Racing,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181884,64504,Hugo 2 1/2,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66405,204888,Hugo XL,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34547,60185,"Hunter, in Darkness",NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115994,3513,Hybrid Heaven,NULL,1999-08-05 00:00:00.000,NULL,NULL,70.0000,0,77.4051,6
82981,3370,Hydro Thunder,NULL,1999-03-01 00:00:00.000,4,NULL,NULL,NULL,75.9536,18
33124,43559,Hype - The Time Quest,"The story begins during King Taskan IV's reign, following the end of a civil war. Hype, the champion of the kingdom, is being rewarded for his loyalty and valor by being presented with the powerful Sword of Peace. However, during the ceremony a mysterious and powerful black knight riding a dragon unexpectedly appears. The knight steps to the King and demands the throne. At that moment, Hype steps before the knight and attempts to confront him, but the black knight is too strong and with the use of powerful magic, transforms Hype into a statue of stone and casts him deep into the past. Two hundred years earlier, Hype's statue appears in the courtyard of an apprentice magician: Gogoud. 
 
After many failed attempts to revive Hype, the young magician, Gogoud, manages to restore Hype to life. As Hype recovers his memory he quickly explains his ordeal with the black knight - known as Barnak - and how he must return to his own time in order to protect his king, take revenge on Barnak and marry his betrothed, Vibe. Sorrowfully, Gogoud explains that he as a magician is not very experienced and is as currently only an apprentice. Still, the young man agrees to help Hype and guide him on his quest through time. Gogoud comes to learn that in order for Hype to return to the future, he must collect a number of jewels. Both are dismayed to learn that each Jewel only allows Hype to advance one leap through time, meaning that he will have to collect and charge jewels hidden in the reigns of Taskan I, II and III before returning to the era of Taskan IV. Throughout his journey, Hype meets a number of faithful friends, including: Zatila the dragon, Karon, leader of the brigands, her daughter Nohlin and many others. On the other hand, Hype also encounters a great number of foes including King Taskan I and his followers; Rajoth the magician - founder of the Laboratories; Enost - King Taskan III's wizard, who defects to the Barnak's side; numerous different soldiers, including Barnak's armies of Black Guards and other servants; Barnak's black dragon Vhoid and finally the evil Barnak himself. Hype also confronts many non-human enemies including wolves, spectres, bats and a three-headed dragon. Hype's adventures take place in the same kingdom throughout different periods of its history. Rivalries and wars erupt between the fortress, the monastery, the brigands and the magicians in the laboratories. Upon returning to his own time, Hype is reunited with Vibe and together they form an army in order to begin an uprising against Barnak, who has taken control of the kingdom. His large army enforce his diabolical regime, forcing the kingdom's people to worship their master as a God, as well as a King. The entire kingdom is guarded by Barnak's evil minions, with the main areas of the Town of Torras, the Forest, Gogoud's Manor, the Brigand Village and the Fortress being closely watched, while 'un-necessary' areas such as the Monastery, Laboratories, and the Field of Courage are closed off at Barnak's command. Most disturbing however, it is due to Barnak's conquest the land has become desolate and a fiery sky above foreshadows Barnak's triumph - causing great sadness over the kingdom's people. The land however, is finally restored to its former beauty when the Black Knight is defeated - his dark magic that plagued the kingdom broken. The spirit of Gougoud tells tales of a new world as the story ends with peace returning to the land.",1999-11-20 00:00:00.000,1,1,NULL,NULL,NULL,NULL
37788,94672,Hyper Tank,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63368,120887,HyperCore: Out of Dimension,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47639,125330,Hyperdrome,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122968,141372,I Spy Spooky Mansion Deluxe,"In the game, The player starts off at the entrance of a haunted house. They enter and are locked inside. The ""Guide"" (aka Skeleton and additionally known as Skelly) informs the player that they must earn puzzle pieces to escape the house. They search the various rooms of the mansion for the objects specified on the bottom of the screen. Once all of the objects in an area have been found, Skelly appears and awards the player with a puzzle piece. Once the player has collected all of the puzzle pieces, they may combine them inside the message frame to obtain instructions leading to Skelly's secret study in the library. To get into the library, the blue book must be pulled, followed by the green book and finally the red book. This causes the head on the bookshelf to move, unlocking the secret entrance to Skelly's study. The player can then escape through the window by climbing down a rope with Skelly, taking them back to the front entrance of the house. The player is then invited back into the house for more I Spy riddles. From there the player must find the ingredients to Skelly's favourite recipe: Shrinking Soup. Once the player gains all of the ingredients for Shrinking Soup, they are able to eat it and escape the mansion through a mousehole by the front door. This hole takes the player back to the front entrance of the mansion, where Skelly invites the player into the house for a final game of riddles. To escape for a third time, the player must collect all of the parts to fix Skelly's ghost machine. Once all of the pieces are collected, the player uses the blueprints supplied by Skelly to fix the ghost machine. Six ghosts are created using the ghost machine, and then the ghosts are put back into the machine. Finally, Skelly throws himself into the machine to turn into a ghost, called the ""Get-Out Ghost."" The ""Get-Out Ghost"" propels the player out the chimney of the mansion, and the game is over.",1999-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121719,208288,Ikusa Megami,NULL,1999-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192977,222814,Imagynasium,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188205,22828,Imperialism II: Age of Exploration,NULL,1999-04-01 00:00:00.000,1,NULL,80.0000,1,NULL,NULL
165676,32842,Imperium Galactica II: Alliances,NULL,1999-12-01 00:00:00.000,2,NULL,NULL,NULL,80.0000,0
7671,44247,In the Raven Shadow – Ve stínu havrana,NULL,1999-07-12 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,2
55513,112554,Inagawa Junji: Kyoufu no Yashiki,NULL,1999-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33236,26637,Incredible Crisis,"It is grandmother Haruko's birthday. She wants everyone home early for her special day: the day that serves as a reminder that she has been alive for more years than she can remember. Unfortunately, her family has completely forgotten and make up last-minute birthday promises to Haruko. The game begins like any other normal day for the family members - father Taneo, mother Etsuko, daughter Ririka, and son Tsuyoshi - until strings of events stand as obstacles in their way of returning to Haruko's with the presents.",1999-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160184,36201,Independence War: Deluxe Edition,NULL,1999-07-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
148660,188,Indiana Jones and the Infernal Machine,NULL,1999-11-23 00:00:00.000,8,NULL,90.0000,1,76.9414,23
27267,45851,Industrial Spy: Operation Espionage,NULL,1999-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188960,3419,In-Fisherman Bass Hunter 64,NULL,1999-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173715,114408,Inherent Evil - The Haunted Hotel,"It¹s been 20 years since your parents were murdered at the Reed Hotel; only you and your brother escaped. Your brother returns to the hotel your parents owned, hoping to re-open it. Now he is suddenly missing. Are you next? You rush to the hotel to investigate, but mysterious sounds and gruesome events from that frightful night 20 years ago plague your efforts... and so do your dead parents! 
 
It's up to you to make your way through the hotel, finding clues to unlock the dark secrets of Inherent Evil.",1999-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
142602,43854,Initial D,NULL,1999-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127740,209725,Inoue Takehiko: Buzzer Beater - Kouhen,NULL,1999-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167099,209724,Inoue Takehiko: Buzzer Beater - Zenpen,NULL,1999-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171198,3956,Intellivision Lives!,NULL,1999-04-30 00:00:00.000,NULL,NULL,NULL,NULL,66.0000,0
106293,24164,International Karate 2000,NULL,1999-10-22 00:00:00.000,NULL,NULL,90.0000,1,NULL,NULL
184725,49886,International Superstar Soccer 99,NULL,1999-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108280,44735,Interplay Sports Baseball 2000,NULL,1999-04-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136411,8788,Interstate '82,NULL,1999-11-22 00:00:00.000,3,NULL,60.0000,1,78.9478,6
114588,25094,iS: internal section,NULL,1999-01-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141143,28403,ISS Pro Evolution,NULL,1999-05-11 00:00:00.000,3,NULL,NULL,NULL,70.7342,16
7543,203819,"Itsuka, Kasanariau Ashita he: Sayuri-hen",A self-raising style simulation game depicting the main characters first year after entering the military academy.,1999-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180689,203822,"Itsuka, Kasanariau Ashita he: Shirou-hen",A self-raising style simulation game depicting the main characters first year after entering the military academy.,1999-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110741,3522,J.League Tactics Soccer,NULL,1999-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120788,762,Jack Nicklaus 6: Golden Bear Challenge,NULL,1999-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190575,9,Jagged Alliance 2,A ruthless dictator has taken control of the tiny nation of Arulco. The country's brutal army is holding the terrified population in its iron grip. The only opposition is a ragtag bunch of rebels. The bad news: you're in charge of the rebels. The good news: some of the world's best mercenaries will fight on your side... that is if you can afford them.,1999-07-23 00:00:00.000,22,NULL,NULL,NULL,86.9091,37
90232,140600,J'ai trouvé ! Le manoir hanté,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40131,98478,JailBreaker,NULL,1999-06-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144728,4938,Jambo! Safari,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165242,1640,James Bond 007: Tomorrow Never Dies,NULL,1999-11-16 00:00:00.000,5,NULL,NULL,NULL,69.3455,26
16476,71409,Jane's USAF,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93631,128578,Javaders,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111162,49888,Jeff Gordon XS Racing,NULL,1999-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124736,198770,Jeff Gordon's Du Pont Pacesetter Games,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120117,65238,Jeff Wayne's The War of the Worlds,NULL,1999-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176467,198771,Jeopardy! Deluxe Edition,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185241,1355,Jet Force Gemini,NULL,1999-10-11 00:00:00.000,11,NULL,NULL,NULL,80.6035,36
121431,45040,Jet Moto 3,NULL,1999-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97376,3527,Jikkyō Powerful Pro Yakyū 6,NULL,1999-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60251,3524,Jikkyou GI Stable,NULL,1999-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121097,220858,Jikkyou J.League 1999 Perfect Striker,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116861,185993,Jikkyou J.League 1999: Perfect Striker 2,NULL,1999-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53123,136734,Jikkyou Powerful Pro Yakyuu 6,NULL,1999-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110901,45852,Jimmy White's 2: Cueball,NULL,1999-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77734,3530,Jinsei Game 64,NULL,1999-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147302,65708,Jisedai Begoma Battle Beyblade,NULL,1999-07-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29816,61918,Jissen Pachi-Slot Hisshouhou! Single: Kamen Rider V3,NULL,1999-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76463,75963,JoJo's Bizarre Adventure,NULL,1999-10-31 00:00:00.000,1,NULL,NULL,NULL,79.8799,9
39963,75962,JoJo's Bizarre Adventure: Heritage for the Future,NULL,1999-09-13 00:00:00.000,1,NULL,NULL,NULL,89.7245,22
54267,204726,Josephine and Friends,"Josephine is a very happy girl. She likes to cook, play with her friends and help others. Josephine has a horse which she likes to ride. She loves to dress in funny clothes and has a cupboard full of clothes. Josephine is very good at singing. She sings in a band along with her friends.

Sofus is Josephine’s best friend. He often comes up with ideas of what they shall do. He loves food and comes running when it smells carrotcake. Sofus likes to do skateboarding, always wears a cap and is a bit mischievious. In the winter he use to snowboarding.

Peter Porcubine is a nice hedgehog who is very intelligent. He helps his friends with mathematics, the english language and when they need to learn a new letter. He likes bugs and use to visit the forest with his magnifying glass to discover new species.

Melanie Mouse is always helpful and loves to do things. She is a bit frighten, but use to join her friends on adventures. But she does not dare to enter the haunted house, because it is spooky. She is very good at knitting and plays synthesizer and trumpet in the band.

Fred Frog is very good at building things. Since he is a frog he is very good at jumping. He is always in a good mood and is always smiling.

Mike Fox is a nice guy who likes to help his friends. He always wears his cap back and front and is good at shooting slingshot. He can shoot at berries and balloon, if he needs to. He is a bit older than the others and takes good care om Melanie Mouse. Mike Fox loves to go skiing and is very good at it.",1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131456,42422,JRA PAT: Wide Taiou-ban,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179809,176011,JumpStart 1st Grade,NULL,1999-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155508,92241,JumpStart ABC's,"In the game, Eleanor wants to find out who spilled his or her drink in the caboose and didn't clean up the mess. The player accompanies her to visit each of her friends and find out was responsible for the spilled drink through a series of mini-games.",1999-10-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96123,144929,JumpStart Reading for Second Graders,NULL,1999-02-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119197,115290,Jungle Legend,"Your jungle home is under threat. Only you have the power and strength to save it. The elders tell of 4 magical stones which when brought together in the sacred temple of the old city, can breathe back life into the dying jungle. Can you negotiate the dangers ahead, solve the puzzles and recover the stones. Only time will tell. Be prepared for the adventure of a lifetime...",1999-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
58304,61255,Junjou de Karen: Meymay Kishi-dan: Spectral Force Seishoujo Gaiden,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114214,40217,Jyangokushi - Haoh No Saihai,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124163,45075,K-1 Revenge,NULL,1999-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50696,166514,Kaeru No Ehon: Adventure For The Lost Memories,NULL,1999-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148849,37500,Kakutou Ryouri Densetsu Bistro Recipe: Wonder Battle Hen,NULL,1999-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2109,209450,Kanako Enomoto Junk Brain Diagnosis,NULL,1999-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150139,11410,Kanon,"Yuuichi Aizawa, a high school student, returns to a town that he last visited 7 years previously to live with his aunt and cousin. For a reason he’s not quite sure of, he can hardly remember anything about his last visit, but initially this doesn’t seem to worry him too much.

The day after he arrives he goes into town where he (literally) bumps into a girl named Ayu Tsukimiya, and Yuuichi’s memories slowly begin to return.",1999-06-04 00:00:00.000,2,NULL,NULL,NULL,70.0815,8
179396,37499,Kaze no Klonoa: Moonlight Museum,NULL,1999-05-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53151,166532,Keiba Eito '99 - Haru Natsu,NULL,1999-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
53153,166537,Keiba Saishou no Housoku '99 Aki Fuyu,NULL,1999-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86681,3531,Ken Griffey Jr.'s Slugfest,NULL,1999-05-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192307,202059,Kids Tetris,NULL,1999-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126213,45210,Killer Loop,NULL,1999-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77355,167062,Kindaichi Case Files: Azure Dragon Legend Murder Case,NULL,1999-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195167,7636,King of Dragon Pass,NULL,1999-12-31 00:00:00.000,3,NULL,NULL,NULL,81.1091,7
172869,43988,King of Fighters R-2,NULL,1999-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3894,41474,King of the Mountain,NULL,1999-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
194708,8565,Kingpin: Life of Crime,NULL,1999-06-30 00:00:00.000,8,NULL,NULL,NULL,73.2513,26
173469,8308,Kingsley's Adventure,NULL,1999-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42750,120660,Klass of '99,NULL,1999-09-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60402,43749,Klaymen Gun-Hockey,NULL,1999-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39163,83926,Knights of Valour,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38650,39289,Knights of Valour Super Heroes,NULL,1999-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121553,10687,Knockout Kings 2000,NULL,1999-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134268,10492,Konung: Legends of the North,NULL,1999-09-03 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
68001,40226,Koro Koro Quest,NULL,1999-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77231,37497,Kosodate Quiz Dokodemo: My Angel,NULL,1999-05-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77304,167092,Kosodate Quiz: Motto My Angel,NULL,1999-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170197,4169,Koudelka,"Set in 1898 in Aberystwyth, Wales, the game follows the mysterious occurrences surrounding Nemeton Monastery and the three protagonists who, by chance, are forced to investigate its dark history. The plot is split up into several storylines that all interwine with each other: the history of the monastery itself as a prison for heretics and political adversaries, where the inmates were ruthlessly tortured and killed; the tragic fate of Charlotte, who was locked up in the monastery from birth and was executed at a young age, never knowing why, who believed she was never loved and now haunts the mansion; and Ogden's past as the captain of the sunken ship The Princess Alice, his friendship with the kind Elaine and the events occurring after Elaine's death.",1999-11-30 00:00:00.000,5,NULL,NULL,NULL,70.2666,19
63174,166320,Kouyasai: A Sherd Of Youthful Memories,"The protagonist sets up his school's festival with the help of his classmates. He's able to get closer to them, and will obtain eventually a love ending (if it's with a girl) or a friendship ending (if it's with a boy).",1999-02-25 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
36914,97703,Krakels ABC: Det magiska äventyret,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107503,128795,Krakels ABC: Läsa,NULL,1999-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
